candidate_id,candidate_name,java_score,dotnet_score,data_engineering_score,recommended_subject
15862,Jessica Smith,59,82,72,Java
15863,Melissa Carney,71,89,32,Data Engineering
15864,Steven Evans,33,87,22,Data Engineering
15865,Mary Marquez,15,8,33,.NET
15866,Brenda Garcia,12,28,48,Java
15867,Peter Hill,86,28,48,.NET
15868,Steven Wilson,75,100,98,Java
15869,Patricia Wallace,90,91,48,Data Engineering
15870,Mark Brooks,21,60,9,Data Engineering
15871,Renee Allen,95,63,95,.NET
15872,Catherine Hart,26,2,65,.NET
15873,Alexa Russell,63,86,70,Java
15874,Steven Parker,1,3,87,Java
15875,Olivia Schultz,96,54,66,.NET
15876,Kimberly Torres,25,13,75,.NET
15877,Wendy Barrett,91,76,38,Data Engineering
15878,Joshua Jones,82,27,41,.NET
15879,Barbara Dixon,68,62,99,.NET
15880,Brandon Moore,96,38,90,.NET
15881,Daniel Snyder,83,63,0,Data Engineering
15882,Rebecca Diaz,29,59,45,Java
15883,Paul Reed,7,19,35,Java
15884,Michael Thompson,37,27,95,.NET
15885,Brianna Hernandez,60,95,90,Java
15886,Kaitlin Leblanc,80,13,43,.NET
15887,Justin Miller,64,76,30,Data Engineering
15888,Dawn Riley,66,74,96,Java
15889,Sean Calderon,45,57,57,Java
15890,Brady Spence,89,38,95,.NET
15891,Tristan Bowers,94,57,3,Data Engineering
15892,Nicholas Barrera,71,14,52,.NET
15893,Ronald Fitzgerald Jr.,42,72,88,Java
15894,Megan Hawkins,58,2,92,.NET
15895,Dr. Susan Newman DDS,45,4,56,.NET
15896,Caroline Walker,71,91,72,Java
15897,Christopher Sanchez,34,41,77,Java
15898,Julie Olson,38,14,49,.NET
15899,Danielle Woods,91,2,4,.NET
15900,Chris Alexander,50,34,51,.NET
15901,Katelyn Collins,3,6,16,Java
15902,Mr. Larry Woods,79,93,31,Data Engineering
15903,Lauren Daniels,76,23,5,Data Engineering
15904,Kelly Johnson,83,30,68,.NET
15905,Priscilla Allen,50,77,92,Java
15906,David Moreno,4,79,91,Java
15907,Mary Figueroa,54,3,60,.NET
15908,Richard Combs,100,2,9,.NET
15909,John Thompson,19,98,22,Java
15910,Dawn Cain,23,8,52,.NET
15911,Katie David,35,67,60,Java
15912,Stephanie Gomez,33,82,18,Data Engineering
15913,Seth Harrington,53,87,3,Data Engineering
15914,Jodi Mendoza,33,59,45,Java
15915,Jennifer Davis,82,10,31,.NET
15916,Douglas Collins MD,16,78,83,Java
15917,Brianna Murphy,4,35,45,Java
15918,Adam Hernandez,88,94,61,Data Engineering
15919,April Kennedy,17,71,91,Java
15920,Chelsea Daniels,54,1,53,.NET
15921,John Chapman,52,49,99,.NET
15922,April Flores,49,2,86,.NET
15923,Ruben Cole,71,66,66,.NET
15924,Katherine Lewis,90,84,23,Data Engineering
15925,Richard Taylor,78,61,65,.NET
15926,John Ewing,44,75,17,Data Engineering
15927,Caleb Hill,12,13,95,Java
15928,Monica Olson,15,22,47,Java
15929,Kevin Bennett,85,76,45,Data Engineering
15930,Daniel Cantrell,83,15,47,.NET
15931,Chelsea Gibson,12,80,61,Java
15932,Grant Steele,19,17,93,.NET
15933,Clifford Reyes,65,12,26,.NET
15934,Justin Adams,98,55,61,.NET
15935,Joshua Ramirez,46,89,77,Java
15936,Sarah Underwood,18,44,64,Java
15937,Kayla Dillon,44,39,51,.NET
15938,Anthony Collins,36,30,0,Data Engineering
15939,Anthony Hicks,53,80,49,Data Engineering
15940,Christopher Alvarado,5,31,39,Java
15941,Molly Ferguson,13,0,71,.NET
15942,Ryan Walker,3,34,16,Java
15943,Eric Ross,85,35,0,Data Engineering
15944,Amy Butler,54,82,77,Java
15945,Joseph Lopez,99,91,76,Data Engineering
15946,Gary Taylor,33,65,29,Data Engineering
15947,Jason Kim,26,28,76,Java
15948,Thomas York,6,42,66,Java
15949,Collin Harvey,2,28,21,Java
15950,Shannon Lam,46,42,34,Data Engineering
15951,Tina Griffith,96,18,55,.NET
15952,Anne Frost,1,63,13,Java
15953,David Daugherty,79,91,44,Data Engineering
15954,Terrence Mendoza,24,97,85,Java
15955,Teresa Sanders,59,30,32,.NET
15956,Sandra Bailey,78,100,11,Data Engineering
15957,Steven Li,23,18,23,.NET
15958,Sabrina Singleton,14,95,68,Java
15959,Andrea Norris,94,28,56,.NET
15960,Robin Dillon,13,72,8,Data Engineering
15961,Rita Medina,53,6,1,Data Engineering
15962,Ronnie Crosby,77,57,58,.NET
15963,William Cook,5,75,94,Java
15964,Katie Horton,77,59,28,Data Engineering
15965,Miss Denise Evans,80,50,92,.NET
15966,Karen Stewart,17,94,99,Java
15967,Diamond Silva,19,81,54,Java
15968,Anna White,61,91,93,Java
15969,Edwin Moreno,80,49,21,Data Engineering
15970,Casey Phillips,79,20,84,.NET
15971,Susan Powell,39,8,48,.NET
15972,Max York,38,33,11,Data Engineering
15973,Joe Brooks,51,33,70,.NET
15974,Jeremy Bauer,31,46,88,Java
15975,Richard Hebert,72,23,7,Data Engineering
15976,Jennifer Allen,26,79,96,Java
15977,Mike Smith,51,27,15,Data Engineering
15978,Ashley Cobb,96,45,39,Data Engineering
15979,Alexa Hester,62,50,44,Data Engineering
15980,Catherine Moon,73,98,63,Data Engineering
15981,Paul Mills,62,5,62,.NET
15982,Jennifer Jefferson,16,62,50,Java
15983,Karen West,48,52,9,Data Engineering
15984,Brian Mendez,99,63,75,.NET
15985,Carmen Pitts,80,51,85,.NET
15986,James Willis,81,59,70,.NET
15987,Amanda Flores,22,40,44,Java
15988,Barbara Haney,97,10,84,.NET
15989,William Jimenez,71,3,55,.NET
15990,Chris Nguyen,12,13,85,Java
15991,Thomas Howell,22,12,72,.NET
15992,Jessica Chan,56,14,83,.NET
15993,Levi Shelton,61,7,12,.NET
15994,Tyler Rogers,53,87,63,Java
15995,Lawrence Calhoun,19,10,87,.NET
15996,Kristen Chambers,85,98,29,Data Engineering
15997,Tiffany Leblanc,51,88,51,Java
15998,Julie Cannon,22,22,53,Java
15999,Allison Jordan,34,6,56,.NET
16000,Eric Barber,66,68,17,Data Engineering
16001,Joshua Washington,33,31,24,Data Engineering
16002,Mark Wright,32,91,52,Java
16003,Megan Hines,45,43,19,Data Engineering
16004,Holly Johnson,80,2,10,.NET
16005,Jacqueline Durham,44,93,39,Data Engineering
16006,Rebecca Brady,18,43,97,Java
16007,Jorge Jones,93,68,22,Data Engineering
16008,Kyle Schmitt,86,50,89,.NET
16009,Stacy Hill,14,60,86,Java
16010,Rachel Lee,77,50,41,Data Engineering
16011,Todd Stevens,65,32,46,.NET
16012,Richard Clark,38,19,55,.NET
16013,Desiree Morrow,17,29,32,Java
16014,Ellen Young,69,43,88,.NET
16015,Rachel Bridges DVM,58,85,97,Java
16016,Gina Mayer,31,85,25,Data Engineering
16017,Sharon Wheeler,20,28,68,Java
16018,Crystal Klein,39,20,28,.NET
16019,Christopher Fox DDS,91,81,93,.NET
16020,Laura Juarez,26,52,59,Java
16021,Carol Potts,1,10,90,Java
16022,Sherry Oneal,96,9,36,.NET
16023,Valerie Cortez,79,34,24,Data Engineering
16024,Donna Fernandez,38,25,73,.NET
16025,Joseph Knight,85,43,43,.NET
16026,Melanie Howard,55,3,33,.NET
16027,Holly Padilla,12,73,11,Data Engineering
16028,Robert Freeman,55,56,92,Java
16029,Ronald Young,65,38,38,.NET
16030,Michael Baker,77,79,18,Data Engineering
16031,Jeffrey Gonzalez,55,40,18,Data Engineering
16032,Jeremy Rivera,27,93,28,Java
16033,Amber Sharp,63,66,65,Java
16034,Craig Mclaughlin,70,97,89,Java
16035,Julie Jones,81,88,100,Java
16036,Douglas Hayes,63,35,97,.NET
16037,Michele Lopez,55,3,93,.NET
16038,Tina Pruitt,40,73,75,Java
16039,Wendy Snyder,99,12,19,.NET
16040,Angelica Smith,40,69,56,Java
16041,Linda Dixon,99,6,96,.NET
16042,Daniel Anderson,3,27,8,Java
16043,Kurt Jacobson,56,58,1,Data Engineering
16044,Anthony Mclean,29,36,27,Data Engineering
16045,Debbie Martinez,87,14,33,.NET
16046,Daniel Hamilton,83,29,20,Data Engineering
16047,Renee Black,45,73,82,Java
16048,Brent Lowe,55,11,77,.NET
16049,Christopher Burton,30,80,80,Java
16050,Mark Pierce MD,87,29,55,.NET
16051,Brooke Mack,6,0,4,.NET
16052,Katie Gonzalez,89,35,84,.NET
16053,Jason Gutierrez,76,87,21,Data Engineering
16054,Jaime Delacruz,53,20,58,.NET
16055,Ryan Hill,7,31,39,Java
16056,James Bradley,54,62,83,Java
16057,Douglas Carter,68,81,91,Java
16058,Dr. James Brown,43,12,62,.NET
16059,Alan Williams,12,36,31,Java
16060,Amy Taylor,92,43,44,.NET
16061,Thomas Miller,19,20,82,Java
16062,Peggy Cummings,77,17,91,.NET
16063,Matthew Keller,31,45,86,Java
16064,Jeremy Vaughn PhD,59,46,32,Data Engineering
16065,Alejandro Green,49,25,81,.NET
16066,Ms. Christine Sullivan,26,4,34,.NET
16067,Roger Shepard,24,4,45,.NET
16068,Andrew Hall,51,30,100,.NET
16069,Kevin Johnson,67,27,35,.NET
16070,Monica Mendoza,20,76,61,Java
16071,Shannon Meza,17,74,82,Java
16072,Kristy Brown,38,64,89,Java
16073,Victoria Carlson,14,87,99,Java
16074,Ryan Owens,52,12,25,.NET
16075,Dean Shelton,37,17,6,Data Engineering
16076,Diana Carter,47,23,86,.NET
16077,Karla Smith,51,28,4,Data Engineering
16078,Deanna Aguilar,87,27,86,.NET
16079,Bryan Doyle,71,44,99,.NET
16080,Diana Smith,27,85,31,Java
16081,Samantha Anderson,84,83,78,Data Engineering
16082,Kelsey Austin,15,10,90,.NET
16083,Ronald Rodriguez,15,50,80,Java
16084,Jesus Smith,34,58,83,Java
16085,Jerry Martinez,16,83,56,Java
16086,Andrew Rivera,72,12,79,.NET
16087,Kristin Davis DDS,98,46,61,.NET
16088,Catherine Fuller,51,87,27,Data Engineering
16089,Rita Parker,92,42,94,.NET
16090,Tyler Hammond,81,23,79,.NET
16091,Charles Sanchez,11,47,77,Java
16092,Harold Patterson,82,62,73,.NET
16093,Randall Black,47,16,65,.NET
16094,Jessica Moore,21,68,96,Java
16095,Katrina Baker,48,53,40,Data Engineering
16096,Kelly Brown,51,93,85,Java
16097,Dr. Shelia Clark,78,13,65,.NET
16098,Michael Blackwell,0,14,63,Java
16099,Nancy Perkins,65,72,6,Data Engineering
16100,Robert Robertson,63,77,40,Data Engineering
16101,Alejandro Bush,7,9,44,Java
16102,Heather Orr,85,21,43,.NET
16103,Casey Wilson,24,94,29,Java
16104,Angela Stewart,65,12,37,.NET
16105,Nicole Stein,72,80,38,Data Engineering
16106,Patricia Vance,72,64,18,Data Engineering
16107,Jessica Bennett,76,13,46,.NET
16108,Caitlin Griffith,69,43,37,Data Engineering
16109,Anne Dalton,93,38,16,Data Engineering
16110,Kimberly Jones,78,34,100,.NET
16111,Miranda Hickman,50,64,73,Java
16112,Darren Little,52,26,78,.NET
16113,Kimberly Garcia,14,44,68,Java
16114,Erin Carr,49,56,98,Java
16115,Taylor Ramirez,70,21,3,Data Engineering
16116,Erin Leblanc,74,33,34,.NET
16117,Adam Mcdaniel,37,8,0,Data Engineering
16118,Suzanne Weiss,39,49,80,Java
16119,Michael Valentine,65,53,84,.NET
16120,Corey Garcia,38,57,57,Java
16121,Tamara Ford,73,99,21,Data Engineering
16122,Alyssa Rios,16,95,4,Data Engineering
16123,Allison Burnett,6,61,59,Java
16124,Melissa Strong,38,37,35,Data Engineering
16125,Alyssa Garcia,67,83,8,Data Engineering
16126,Stephanie James,34,26,83,.NET
16127,Steven Fuller,50,63,56,Java
16128,Jessica White,46,2,77,.NET
16129,Jessica Taylor,35,10,83,.NET
16130,Glenn Hayes,63,23,89,.NET
16131,Laura Gomez,94,28,3,Data Engineering
16132,Dana Randolph,88,68,50,Data Engineering
16133,Julia David,12,96,38,Java
16134,Peter Howard,17,7,83,.NET
16135,Debra Lyons,20,18,51,.NET
16136,Patricia Patton,64,67,74,Java
16137,Henry Johnson,99,98,70,Data Engineering
16138,Aaron Ferguson,7,93,54,Java
16139,Deborah Johnson,47,68,30,Data Engineering
16140,Paul Woodward,84,47,49,.NET
16141,Karen Evans,42,39,7,Data Engineering
16142,Lindsey Garcia,52,66,86,Java
16143,Amy Adams,84,15,14,Data Engineering
16144,Craig Morris,26,63,64,Java
16145,Kathryn Cole,18,7,9,.NET
16146,Paul Tyler,22,4,40,.NET
16147,Rhonda Fuentes,49,98,87,Java
16148,David Carter,50,71,78,Java
16149,Zachary Anderson,42,99,47,Java
16150,Todd Williams,98,24,20,Data Engineering
16151,Donna Griffith,50,52,85,Java
16152,Crystal George,68,48,23,Data Engineering
16153,Daniel Williams,40,71,73,Java
16154,Lori Austin,71,20,22,.NET
16155,Kathleen Williams,10,50,79,Java
16156,Devin Wood,79,45,68,.NET
16157,Jessica Rosales,87,8,32,.NET
16158,April Bradshaw,84,63,35,Data Engineering
16159,Samantha Wallace,51,95,24,Data Engineering
16160,Jerry Sexton,22,76,57,Java
16161,Leonard Carlson,48,22,89,.NET
16162,Cynthia Jordan,37,59,65,Java
16163,Desiree Aguilar,46,58,97,Java
16164,Colleen Watson,71,7,30,.NET
16165,Rick Robinson DVM,6,63,43,Java
16166,Michael Freeman,65,98,62,Data Engineering
16167,Rachel Dixon,93,53,44,Data Engineering
16168,Erik Weaver,76,91,82,Java
16169,Jose Bailey,61,14,100,.NET
16170,Kelly Whitaker,86,51,81,.NET
16171,George Turner,28,92,49,Java
16172,Sergio Holden,37,50,66,Java
16173,Diana Wilson,100,3,70,.NET
16174,Helen Cross,83,33,86,.NET
16175,Kristina Spencer,32,100,100,Java
16176,Elizabeth Phillips,28,23,0,Data Engineering
16177,Jonathan Webb,78,20,70,.NET
16178,Samantha Orr,22,1,85,.NET
16179,Javier Smith,2,6,66,Java
16180,Alan Hunt,100,55,82,.NET
16181,Meghan Bell,92,74,93,.NET
16182,Erica Duke,44,75,8,Data Engineering
16183,Christian Green,7,67,98,Java
16184,Sharon Espinoza,85,34,34,.NET
16185,Aaron Murphy,28,25,12,Data Engineering
16186,Kimberly Morgan,1,17,25,Java
16187,Gregory Rogers,49,63,44,Data Engineering
16188,Monica Gomez,64,55,50,Data Engineering
16189,Robert Bray,19,100,91,Java
16190,Mark Jones,51,79,24,Data Engineering
16191,Glenn Chang,84,54,55,.NET
16192,Tiffany Chung,36,11,38,.NET
16193,James Pollard,71,36,2,Data Engineering
16194,Timothy Francis Jr.,26,51,74,Java
16195,Kristine Santana,46,18,93,.NET
16196,Zachary Ferguson,98,14,52,.NET
16197,Barbara Vincent,5,85,32,Java
16198,Valerie Allen,59,83,61,Java
16199,Timothy Beard,44,51,97,Java
16200,Jesse Lee,43,76,66,Java
16201,David Henry,82,86,68,Data Engineering
16202,Samuel Duran,17,94,94,Java
16203,Patrick Crawford,64,25,3,Data Engineering
16204,Jennifer Smith,24,44,71,Java
16205,David Castro,26,95,58,Java
16206,Kelly Cisneros,6,20,16,Java
16207,Jennifer Banks,43,80,21,Data Engineering
16208,Lindsay Skinner,28,92,37,Java
16209,Thomas Raymond,94,52,87,.NET
16210,Destiny Black,43,28,30,.NET
16211,Alexis Davis,35,47,48,Java
16212,Victoria Ibarra,18,85,51,Java
16213,Sara Frey,5,18,88,Java
16214,Megan Mooney,24,53,37,Java
16215,Daniel Davis,30,77,95,Java
16216,Kelly Norris,8,86,48,Java
16217,Mark Fox,83,1,89,.NET
16218,Patricia Brooks,73,31,99,.NET
16219,Frank Silva MD,36,61,26,Data Engineering
16220,Robert Williams,26,96,22,Data Engineering
16221,Keith Johnson,12,6,83,.NET
16222,Mason Griffin,40,97,26,Data Engineering
16223,Lisa Parker,65,67,80,Java
16224,Andrew Yates,84,86,13,Data Engineering
16225,Kelly Martin,96,83,2,Data Engineering
16226,Jorge Sparks,23,21,26,.NET
16227,Christopher Garcia,43,28,61,.NET
16228,Richard Turner,97,100,13,Data Engineering
16229,Michelle Franklin,59,2,91,.NET
16230,Maria Morales,8,21,43,Java
16231,Ryan Zamora,1,83,24,Java
16232,Charles Perry,55,88,60,Java
16233,Joshua Chambers,29,97,74,Java
16234,Karen Hardin,21,52,51,Java
16235,Cesar Lamb,74,92,11,Data Engineering
16236,Bradley Fields,80,56,96,.NET
16237,Nicole Strong,99,9,83,.NET
16238,Jennifer Freeman,12,100,33,Java
16239,James Campbell,70,39,22,Data Engineering
16240,Angela Wood,15,19,18,Java
16241,Jose Strickland,96,86,99,.NET
16242,Justin Blevins,44,10,0,Data Engineering
16243,Heidi Davis,64,7,73,.NET
16244,Jason Thompson,10,92,64,Java
16245,Michelle Jones,69,35,4,Data Engineering
16246,Valerie Alvarado,19,24,56,Java
16247,Amanda Smith,98,38,21,Data Engineering
16248,Jody Long,62,97,42,Data Engineering
16249,Stanley Vaughn,100,95,1,Data Engineering
16250,Nicholas Hooper,89,61,72,.NET
16251,Jasmine Combs,11,86,6,Data Engineering
16252,Melissa Stewart MD,61,20,20,.NET
16253,Julie Russell,93,18,70,.NET
16254,Ms. Gina Harmon DDS,91,24,58,.NET
16255,Gina Harrison,90,86,8,Data Engineering
16256,David Gallagher,41,82,39,Data Engineering
16257,Jennifer Simmons,82,4,72,.NET
16258,Daniel Ramsey,68,82,48,Data Engineering
16259,Joshua Walter,57,98,11,Data Engineering
16260,Alicia Duke,4,11,99,Java
16261,Michael Tyler,26,24,72,.NET
16262,Cindy Santos,27,4,9,.NET
16263,Katelyn Love,25,75,73,Java
16264,Lee Cameron,90,26,16,Data Engineering
16265,Andrea Anderson,48,3,3,.NET
16266,Gerald French,20,82,63,Java
16267,Rhonda Perez,0,44,15,Java
16268,Jason Johnson,91,46,48,.NET
16269,Mia Heath,57,87,99,Java
16270,Micheal Lee MD,78,27,26,Data Engineering
16271,Michael George,54,96,5,Data Engineering
16272,Scott Rodriguez,80,34,8,Data Engineering
16273,Karen Krueger,25,15,57,.NET
16274,Joshua Walker,83,11,31,.NET
16275,Joshua Poole,24,79,37,Java
16276,Bryan Browning,76,74,29,Data Engineering
16277,Ashley Liu,32,42,77,Java
16278,Stacy Aguilar,88,27,44,.NET
16279,Alexandra Gilbert,71,86,28,Data Engineering
16280,Edward Klein,68,80,91,Java
16281,Penny Nelson,5,18,21,Java
16282,Michael Calderon,22,74,30,Java
16283,Arthur Johnson,29,67,80,Java
16284,Donald Russo,77,73,16,Data Engineering
16285,Tina Smith,53,54,53,Java
16286,Kiara Hayes,86,82,78,Data Engineering
16287,Miss Chelsea Ellis MD,10,35,46,Java
16288,Kimberly Brown,30,61,31,Java
16289,Christopher Wright,5,38,27,Java
16290,Amber Wagner,10,40,10,Java
16291,Curtis York,76,59,38,Data Engineering
16292,Ms. Susan Rodriguez,11,85,16,Java
16293,Michael Alexander,65,65,75,Java
16294,Kristin Dickerson,52,58,38,Data Engineering
16295,Toni Allen,98,96,72,Data Engineering
16296,Carol Barker,35,39,24,Data Engineering
16297,Brandy Gonzalez,16,90,25,Java
16298,Rose Richardson,27,18,67,.NET
16299,Adrienne Moore,91,54,61,.NET
16300,Carolyn Horton,21,45,18,Data Engineering
16301,Tracy Lopez,6,3,12,.NET
16302,Mia Davis,14,82,28,Java
16303,Emily Stokes,95,61,53,Data Engineering
16304,Jody Middleton,10,24,72,Java
16305,Christopher Huff,23,62,41,Java
16306,Aaron Floyd,66,69,61,Data Engineering
16307,Michael Phillips,29,12,70,.NET
16308,Laura Williams,69,85,70,Java
16309,Paul Knight,65,3,20,.NET
16310,Steven Fitzgerald,60,1,8,.NET
16311,Sarah Reeves,77,66,44,Data Engineering
16312,Brian Snyder,40,29,26,Data Engineering
16313,Jacqueline Hunt,81,3,47,.NET
16314,Jesus Booth,50,47,84,.NET
16315,Joshua Watson,43,42,68,.NET
16316,Nicole Payne,94,92,4,Data Engineering
16317,Mark Harrington,12,44,71,Java
16318,Lisa Mitchell,89,96,14,Data Engineering
16319,Bradley Camacho,11,12,76,Java
16320,Sue Diaz,81,46,96,.NET
16321,Elizabeth Smith,8,95,43,Java
16322,James Larson,84,27,46,.NET
16323,Eric Quinn,47,36,31,Data Engineering
16324,Paul Fleming,48,27,35,.NET
16325,Amanda Pacheco,52,26,48,.NET
16326,Tracy Patel,55,88,52,Data Engineering
16327,Gary Young,39,29,22,Data Engineering
16328,Cassidy Bell,23,5,33,.NET
16329,Mitchell Barton,97,93,17,Data Engineering
16330,Jared Alvarez,71,8,11,.NET
16331,Randall Kennedy,32,5,86,.NET
16332,Cameron Powell,22,28,1,Data Engineering
16333,Wanda Green,76,86,26,Data Engineering
16334,Frank Chavez,53,69,49,Data Engineering
16335,Christian Garza,52,85,30,Data Engineering
16336,Kimberly Garcia,48,65,47,Data Engineering
16337,Cynthia Mendoza,77,94,85,Java
16338,Andrew Mckinney,77,52,68,.NET
16339,Courtney Torres,79,69,16,Data Engineering
16340,John Henderson,48,4,42,.NET
16341,Tiffany Rodriguez,59,19,70,.NET
16342,Kathleen Perez,89,11,17,.NET
16343,Jasmine Brooks,89,7,65,.NET
16344,Patrick Taylor,64,57,30,Data Engineering
16345,Christian Irwin,31,48,62,Java
16346,Joseph Gomez,78,63,27,Data Engineering
16347,Danielle Pena,20,49,66,Java
16348,Ricardo Maldonado,17,96,8,Data Engineering
16349,Amber Wilson,93,38,96,.NET
16350,Thomas Hansen,59,39,27,Data Engineering
16351,Ashley Mccullough,12,30,91,Java
16352,Sabrina Graham,23,2,17,.NET
16353,Connie May,29,82,14,Data Engineering
16354,Sarah Davis,1,71,74,Java
16355,Jacob Mcdaniel,82,29,88,.NET
16356,Brandon Lara,24,94,4,Data Engineering
16357,Melissa Kirk,49,28,40,.NET
16358,Tara Rose,13,69,90,Java
16359,Robert Lopez,5,55,75,Java
16360,Timothy Jones,75,65,73,.NET
16361,Alexander Scott,83,86,72,Data Engineering
16362,Thomas Carpenter,86,62,65,.NET
16363,Victoria Bailey,29,29,72,Java
16364,Brian Williams,29,52,50,Java
16365,Bryan Williams,37,45,15,Data Engineering
16366,Kelly Garcia,57,8,64,.NET
16367,Kimberly Graham,93,6,84,.NET
16368,Christina Garcia,40,62,56,Java
16369,Joshua Jackson,93,46,36,Data Engineering
16370,John Blackburn,56,43,38,Data Engineering
16371,Christopher Hamilton,35,48,64,Java
16372,Jermaine Watson,63,78,48,Data Engineering
16373,Karl Jenkins,97,78,46,Data Engineering
16374,Linda Harper,15,84,39,Java
16375,Ashley Eaton,87,61,13,Data Engineering
16376,Charlotte Olsen,77,58,39,Data Engineering
16377,Mr. Anthony Morgan,89,77,47,Data Engineering
16378,Andre Moore,71,74,31,Data Engineering
16379,Nicholas Ali,13,74,87,Java
16380,Maria Harper,30,83,38,Java
16381,Melissa Johnson,65,12,100,.NET
16382,Michael Anderson,67,29,32,.NET
16383,Sheila Martin,64,83,29,Data Engineering
16384,Connie Rice,54,42,25,Data Engineering
16385,Jorge Drake,83,50,42,Data Engineering
16386,Ralph Ford,77,7,54,.NET
16387,Felicia Boyer,39,36,43,.NET
16388,Andrea Wagner,24,96,77,Java
16389,Michael Odom,24,89,75,Java
16390,Jason Vega,2,63,2,Java
16391,James Perez,68,38,6,Data Engineering
